Protein ID,Log2 fold change
H26_vs_DksgA,0.045825912
H26_vs_DksgA,1.479908449
H26_vs_DksgA,0.76149544
H26_vs_DksgA,0.872574221
H26_vs_DksgA,0.018657865
H26_vs_DksgA,-0.265132936
H26_vs_DksgA,-0.42881986
H26_vs_DksgA,-0.076026022
H26_vs_DksgA,-0.235839905
H26_vs_DksgA,-0.36568093
H26_vs_DksgA,-0.080427976
H26_vs_DksgA,0.523678134
H26_vs_DksgA,-0.714407416
H26_vs_DksgA,0.453242041
H26_vs_DksgA,-0.117932095
H26_vs_DksgA,-0.940125282
H26_vs_DksgA,-0.217385255
H26_vs_DksgA,-0.201704018
H26_vs_DksgA,-0.437487578
H26_vs_DksgA,0.914049804
H26_vs_DksgA,-1.460808636
H26_vs_DksgA,0.189015913
H26_vs_DksgA,-0.005505056
H26_vs_DksgA,0.04843435
H26_vs_DksgA,0.003498143
H26_vs_DksgA,0.296768447
H26_vs_DksgA,0.278767035
H26_vs_DksgA,0.528520758
H26_vs_DksgA,-0.169993888
H26_vs_DksgA,0.534122991
H26_vs_DksgA,0.033685268
H26_vs_DksgA,2.222342382
H26_vs_DksgA,2.348856859
H26_vs_DksgA,0.136362559
H26_vs_DksgA,0.244577634
H26_vs_DksgA,1.122589881
H26_vs_DksgA,0.485279193
H26_vs_DksgA,0
H26_vs_DksgA,1.075003003
H26_vs_DksgA,-0.29848213
H26_vs_DksgA,0.405214614
H26_vs_DksgA,0.410815238
H26_vs_DksgA,0.263945521
H26_vs_DksgA,0.368663949
H26_vs_DksgA,-1.17833728
H26_vs_DksgA,0.071698528
H26_vs_DksgA,-0.602368581
H26_vs_DksgA,-0.034467212
H26_vs_DksgA,-0.246331546
H26_vs_DksgA,0.771132485
H26_vs_DksgA,-0.575559752
H26_vs_DksgA,0.86753015
H26_vs_DksgA,0
H26_vs_DksgA,0.31729438
H26_vs_DksgA,-0.286030148
H26_vs_DksgA,-0.552021996
H26_vs_DksgA,0.117469901
H26_vs_DksgA,0.072445404
H26_vs_DksgA,0
H26_vs_DksgA,0.676329054
H26_vs_DksgA,0.263569452
H26_vs_DksgA,0.583808706
H26_vs_DksgA,0.761232729
H26_vs_DksgA,-0.409431745
H26_vs_DksgA,0.365534782
H26_vs_DksgA,-0.385538365
H26_vs_DksgA,0.512472674
H26_vs_DksgA,-0.094973409
H26_vs_DksgA,0.011175908
H26_vs_DksgA,0
H26_vs_DksgA,12.1227791
H26_vs_DksgA,3.348211154
H26_vs_DksgA,-0.516631705
H26_vs_DksgA,0.376320066
H26_vs_DksgA,1.28710776
H26_vs_DksgA,-0.4307591
H26_vs_DksgA,0
H26_vs_DksgA,0.377372269
H26_vs_DksgA,0.719772432
H26_vs_DksgA,0.717024138
H26_vs_DksgA,-0.279292796
H26_vs_DksgA,0.306122329
H26_vs_DksgA,0.636778379
H26_vs_DksgA,-0.562142642
H26_vs_DksgA,-0.286168549
H26_vs_DksgA,-0.342582166
H26_vs_DksgA,0.394842107
H26_vs_DksgA,0.218396029
H26_vs_DksgA,1.452282119
H26_vs_DksgA,0.257234445
H26_vs_DksgA,-0.462888549
H26_vs_DksgA,-0.604918052
H26_vs_DksgA,-0.868890029
H26_vs_DksgA,-1.08592737
H26_vs_DksgA,-2.040301149
H26_vs_DksgA,-0.539727013
H26_vs_DksgA,3.396622124
H26_vs_DksgA,1.763254925
H26_vs_DksgA,-4.31723775
H26_vs_DksgA,1.111163422
H26_vs_DksgA,6.722939437
H26_vs_DksgA,3.536484868
H26_vs_DksgA,-0.575645202
H26_vs_DksgA,1.474804508
H26_vs_DksgA,0.751013867
H26_vs_DksgA,-6.286509345
H26_vs_DksgA,2.566057511
H26_vs_DksgA,-2.24634985
H26_vs_DksgA,0
H26_vs_DksgA,-3.61059195
H26_vs_DksgA,-0.509056633
H26_vs_DksgA,-0.038220691
H26_vs_DksgA,0
H26_vs_DksgA,0.214247964
H26_vs_DksgA,-0.386142725
H26_vs_DksgA,0
H26_vs_DksgA,0.264948795
H26_vs_DksgA,6.089870221
H26_vs_DksgA,-0.274926486
H26_vs_DksgA,0.245558182
H26_vs_DksgA,-0.276734703
H26_vs_DksgA,0.427757846
H26_vs_DksgA,0.279449354
H26_vs_DksgA,-0.060430672
H26_vs_DksgA,-0.335021186
H26_vs_DksgA,7.066613933
H26_vs_DksgA,-0.145209198
H26_vs_DksgA,-0.941349591
H26_vs_DksgA,0.156221966
H26_vs_DksgA,-0.284539891
H26_vs_DksgA,0.365629031
H26_vs_DksgA,-0.343643034
H26_vs_DksgA,-0.388121531
H26_vs_DksgA,-0.190685315
H26_vs_DksgA,0.70621196
H26_vs_DksgA,-0.438736703
H26_vs_DksgA,-0.064421274
H26_vs_DksgA,-0.157975689
H26_vs_DksgA,0.680836213
H26_vs_DksgA,-0.613001497
H26_vs_DksgA,0.969757946
H26_vs_DksgA,-0.394880986
H26_vs_DksgA,-0.140553952
H26_vs_DksgA,-0.377603477
H26_vs_DksgA,-0.625185344
H26_vs_DksgA,-0.2936163
H26_vs_DksgA,-1.033944199
H26_vs_DksgA,0.036524583
H26_vs_DksgA,-0.422658859
H26_vs_DksgA,-1.059274656
H26_vs_DksgA,-1.181451877
H26_vs_DksgA,-0.017866196
H26_vs_DksgA,0
H26_vs_DksgA,-0.436850327
H26_vs_DksgA,-0.060241125
H26_vs_DksgA,-0.971137529
H26_vs_DksgA,-1.00796223
H26_vs_DksgA,0.19262838
H26_vs_DksgA,-0.316680899
H26_vs_DksgA,-0.559847437
H26_vs_DksgA,-0.461072153
H26_vs_DksgA,-0.243192582
H26_vs_DksgA,-0.71697883
H26_vs_DksgA,-0.949204438
H26_vs_DksgA,-0.18597249
H26_vs_DksgA,-0.212899374
H26_vs_DksgA,0.116646762
H26_vs_DksgA,-0.324636008
H26_vs_DksgA,0.001781719
H26_vs_DksgA,0.256195051
H26_vs_DksgA,0.144455877
H26_vs_DksgA,-0.444499197
H26_vs_DksgA,0.04272863
H26_vs_DksgA,-0.292085509
H26_vs_DksgA,-0.412820395
H26_vs_DksgA,-0.944049819
H26_vs_DksgA,-0.208176681
H26_vs_DksgA,-0.02203771
H26_vs_DksgA,-0.304111343
H26_vs_DksgA,-0.184813215
H26_vs_DksgA,0
H26_vs_DksgA,-0.720869488
H26_vs_DksgA,-0.277317365
H26_vs_DksgA,0.009570119
H26_vs_DksgA,0.070988643
H26_vs_DksgA,-0.424342908
H26_vs_DksgA,0.662707241
H26_vs_DksgA,0.102042914
H26_vs_DksgA,-0.35072386
H26_vs_DksgA,-0.148624886
H26_vs_DksgA,-1.691790503
H26_vs_DksgA,-0.91048631
H26_vs_DksgA,-0.836993329
H26_vs_DksgA,-0.374364033
H26_vs_DksgA,-0.3714666
H26_vs_DksgA,0.292393751
H26_vs_DksgA,-0.522238993
H26_vs_DksgA,0.109232994
H26_vs_DksgA,-0.380730196
H26_vs_DksgA,-0.309220666
H26_vs_DksgA,-0.395379413
H26_vs_DksgA,-0.636753042
H26_vs_DksgA,-0.528032883
H26_vs_DksgA,0.138582008
H26_vs_DksgA,0.103337143
H26_vs_DksgA,-0.175431323
H26_vs_DksgA,-0.065030206
H26_vs_DksgA,-1.553867941
H26_vs_DksgA,-0.635001046
H26_vs_DksgA,0.41105587
H26_vs_DksgA,-0.292661449
H26_vs_DksgA,-0.613671146
H26_vs_DksgA,0
H26_vs_DksgA,0.620836629
H26_vs_DksgA,-0.246147307
H26_vs_DksgA,-0.192606919
H26_vs_DksgA,0.659627609
H26_vs_DksgA,0.049591602
H26_vs_DksgA,0.432946146
H26_vs_DksgA,0.379404665
H26_vs_DksgA,-0.549343107
H26_vs_DksgA,0
H26_vs_DksgA,-0.087574875
H26_vs_DksgA,1.775956657
H26_vs_DksgA,-0.467774026
H26_vs_DksgA,-0.479825136
H26_vs_DksgA,0.583368601
H26_vs_DksgA,-0.385222471
H26_vs_DksgA,-1.704534622
H26_vs_DksgA,0.215515223
H26_vs_DksgA,-0.125852679
H26_vs_DksgA,-0.500115819
H26_vs_DksgA,-0.317215426
H26_vs_DksgA,1.41305803
H26_vs_DksgA,-0.339635995
H26_vs_DksgA,0.108231445
H26_vs_DksgA,0.040109318
H26_vs_DksgA,-0.323831986
H26_vs_DksgA,-0.075305519
H26_vs_DksgA,-0.174133991
H26_vs_DksgA,-0.108901734
H26_vs_DksgA,-0.326137704
H26_vs_DksgA,-0.245093793
H26_vs_DksgA,-0.223413843
H26_vs_DksgA,0.383376343
H26_vs_DksgA,-0.171691802
H26_vs_DksgA,0.044975417
H26_vs_DksgA,-0.43812119
H26_vs_DksgA,-0.034081195
H26_vs_DksgA,-0.040160853
H26_vs_DksgA,-0.140461163
H26_vs_DksgA,-0.11425758
H26_vs_DksgA,-0.291195561
H26_vs_DksgA,0.824342679
H26_vs_DksgA,-0.067001037
H26_vs_DksgA,0.26955191
H26_vs_DksgA,-0.125605961
H26_vs_DksgA,0.018006965
H26_vs_DksgA,0.078062554
H26_vs_DksgA,-0.42166253
H26_vs_DksgA,-0.141142488
H26_vs_DksgA,0.182135669
H26_vs_DksgA,1.299717774
H26_vs_DksgA,0.077713374
H26_vs_DksgA,0.008896575
H26_vs_DksgA,-0.979589531
H26_vs_DksgA,-0.509983197
H26_vs_DksgA,0.561224311
H26_vs_DksgA,-0.139656482
H26_vs_DksgA,-0.372153023
H26_vs_DksgA,-0.385520607
