Protein ID,Log2 fold change
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.02922423
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.000291018
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.335417961
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.318492847
H53_EL_RM_vs_H53_LL_RM_PEP,0.406206572
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.544573112
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.476734712
H53_EL_RM_vs_H53_LL_RM_PEP,0.362728934
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.177621581
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.011076016
H53_EL_RM_vs_H53_LL_RM_PEP,0.485730309
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.301647004
H53_EL_RM_vs_H53_LL_RM_PEP,0.589240579
H53_EL_RM_vs_H53_LL_RM_PEP,0.29657696
H53_EL_RM_vs_H53_LL_RM_PEP,0.794367976
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.625779302
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.457153982
H53_EL_RM_vs_H53_LL_RM_PEP,0.371770847
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.253456221
H53_EL_RM_vs_H53_LL_RM_PEP,0.145916184
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.33221845
H53_EL_RM_vs_H53_LL_RM_PEP,0.541523973
H53_EL_RM_vs_H53_LL_RM_PEP,0.31499004
H53_EL_RM_vs_H53_LL_RM_PEP,0.48206278
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.664776947
H53_EL_RM_vs_H53_LL_RM_PEP,0.588211644
H53_EL_RM_vs_H53_LL_RM_PEP,0.461459416
H53_EL_RM_vs_H53_LL_RM_PEP,0.583413693
H53_EL_RM_vs_H53_LL_RM_PEP,0.155032678
H53_EL_RM_vs_H53_LL_RM_PEP,0.432084533
H53_EL_RM_vs_H53_LL_RM_PEP,0.363696631
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.448888488
H53_EL_RM_vs_H53_LL_RM_PEP,0.115096187
H53_EL_RM_vs_H53_LL_RM_PEP,0.112389761
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,0.000290921
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.083651086
H53_EL_RM_vs_H53_LL_RM_PEP,0.378567122
H53_EL_RM_vs_H53_LL_RM_PEP,1
H53_EL_RM_vs_H53_LL_RM_PEP,0.583071219
H53_EL_RM_vs_H53_LL_RM_PEP,0.242834918
H53_EL_RM_vs_H53_LL_RM_PEP,0.240028693
H53_EL_RM_vs_H53_LL_RM_PEP,0.544234195
H53_EL_RM_vs_H53_LL_RM_PEP,0.484729711
